-196233.9,251057.5
155748.5,149510.8
145673.1,175476.6
-131886.4,181243.6
114695.7,167344.9
4861.642,78697.66
-515039.1,1457337
7461.833,107018.2
827095.1,1320164
103286.2,310591.9
-177466.2,266494.7
27747.47,189434.9
21308.35,155129.8
495306.4,1480012
-852449.4,1292673
-191874.6,211175.8
304031.2,155857.8
34577.99,106135.4
-5250.819,12848.05
-2531.697,8372.54
-201923.3,135195.1
722131.3,1380110
815652.4,1328711
50565.64,130639.9
111662.4,121344.8
6452.437,126141.3
87359.9,218450
79979.94,201702.4
144369.5,105251.2
16588.18,123613
127444.7,242739.9
116106,132285.8
-17799.95,92781.21
-32351.28,165107.6
-118912.8,94407.25
6747.429,230376.7
178503.3,162229.4
47611.19,101166.9
-145905.2,79575.26
114533.6,137258.5
169186.7,143090.5
34338.93,217199.1
-5120.473,129631.5
-82195.52,177999.2
-111397.2,361347.4
96718.8,113197.3
-25242.43,98382.4
94957.32,116839.8
-78728.2,242737
-204026.7,150991.7
112058.8,200488.7
38425.83,289752.4
3453.342,165770.6
-180723.7,1532001
-764025.5,1343960
3301.96,143930.8
-43186.59,186237.3
-86332.42,153505.1
-87238.23,118103.7
816370.1,1329436
107411.5,144845.5
-82027.82,278581.3
817137.4,1328528
-752170.7,1351448
96635.88,112942.8
295598,156109.9
146404.5,144864.5
147137.3,102796.1
56494.57,96677.3
-113277.5,1537151
21400.22,134669.9
-56074.2,107777.6
35180.88,81412.21
172618.9,329958.4
21799.67,72661.38
-49313.45,126796
45564.05,217859.1
98925.92,149451.8
312374.2,153035.9
-537985.1,1448463
-30931.53,68932.9
-120826.8,123507.4
114984.6,127071.2
-100617.6,241638.6
-171081.7,191818
-13936.72,134607.4
56205.65,122224.3
-58130.17,164228.7
152616.5,223222.5
-25551.43,74834.58
-621953.2,1415727
-806395.4,1315665
461901.6,1474505
137971.4,171120.7
60209.05,139572.1
123329.6,81727.42
-9728.79,275788.6
-43441.62,170016.8
600784.8,1424682
33328.38,306734
66903.01,72175.4
7027.664,175386.9
165279.4,187290.2
-115315.3,104310.8
-127235.2,243251.1
841923.9,1312257
-66415.89,212086.4
21714.73,58961.81
-106040.4,309248.7
-287860.9,1522013
145269.1,148686.3
-127484,196396.7
-129007.5,42481.36
78254.7,125172.7
-53626.67,135547.1
73644.91,92572.24
-26312.7,233631.7
30904.56,52808.52
363032.7,1498439
-14442.23,142257.8
20209.61,191151.4
-549169.5,1447124
7279.906,76449.38
91252.68,40631.79
91513.2,218250
-10188.97,69442.5
-296156.9,163455.9
96511.51,133636.8
-78948.3,204546.4
208358.5,190171.2
-162229.8,279230.7
-42376.68,113725.9
-100215.6,143438.6
32425.6,173026.6
89441.47,112152.8
26286.96,126863.8
112912.1,128656
-75567.55,345850.8
48289.61,125579.8
-33030.18,81262.98
86369.7,81914.48
-193002.5,174962.6
-654189.2,1399514
815624.6,1328251
-286321.3,1515837
21973.38,126519.8
115715.5,211967.7
69655.62,41976.42
-27441.69,243601.4
-10235.6,211466.8
6914.025,340838.8
-40476.28,94755.09
25729.45,190786.8
75037.7,210389
32983.4,53336.91
8855.386,113855.5
-102926,186176.3
-96807.01,172918.5
355598.6,1502899
-626408.6,1417043
-35975.93,112227.5
13396.04,170844.3
378074,1507673
37371.74,88894.66
405801.5,1492955
-104781.5,183341.6
127743.8,47074.68
-26927.67,99882.77
80165.87,98183.99
38560.79,128929.2
-53214.25,60591.13
-10171.12,367682.5
67745.83,265117.8
43242.79,92851.3
-131297,69262.02
-29742.92,79757.42
495526.7,1465139
96931.33,108299.4
-49377.91,100436.4
-10965.56,103401.2
-2072.477,37496.77
-196735.2,1533616
-198039.8,1533584
-108425.8,176347.6
-165966,239580.4
-47393.04,21381.17
-117138.4,134353.5
-31219.09,255237.2
-39577.82,128980.3
-130685.9,191327.9
161748.2,288785.8
-59893.09,66787.73
97732.14,135561.3
58310.81,88294.34
154066.3,107799.4
-29420.84,164574.6
21856.57,247354.9
-160251,188225.7
42262.66,210024
-122916.5,167310.5
52069.76,102756.4
778434.6,1349028
433813.4,1484052
-108902.1,122969.3
110489.5,197046.5
-12281.01,170060
141108.5,251874.9
43035.74,223710.3
-74005.73,249125.1
392721.3,1493094
63322.56,147694.3
-15749,117049.1
-153460.5,163246.9
-11807.19,197051.5
-74694.05,175025.4
-96024.1,155956.1
-166484.6,172045.7
211055.1,327081.4
81190.24,72097.45
22688.47,235125.5
-96083.59,178519.4
-84752.91,78174.07
-73420.98,1544478
111824.5,156781.2
-82032.52,120551.1
-785217.9,1330058
48234.04,97683.55
133730.6,142012.1
669059.8,1409046
26962.14,104969
32845.6,215076.8
222414.3,320634.3
109017.4,150433
-519522.1,1458704
-58057.79,174992.9
79680.33,119773
-18008.32,234110.8
164280.4,115714
184802.2,146129.7
161535.1,168364.8
145405.2,174078.2
-846239.8,1292279
-762521.4,1341111
45669.46,87971.33
53082.92,161462.7
109583.1,108101.9
36246.22,126296.9
-845508.1,1301296
-56967.03,75850.07
160745.7,380707.6
-37188.04,261109.6
-8721.238,138031.8
-498979,1464935
-120500.5,169870.8
148371.1,358813.1
-766118.4,1344007
-141627.5,273160.3
111282.3,109267.7
-585823.9,1427804
-170728,352439.7
29462.02,175913.7
11412.75,113321.7
-158449.7,222940.7
24637.06,96186.35
151018.9,75886.72
-158389.3,139413
818039.1,1328076
-42404.75,124435.9
127776,176406.9
39924.27,168290.5
131976.4,29320.61
74770.2,65750.33
-152696.3,143625.9
431045.7,1484818
-59517.99,216329.5
15195.79,45964.64
-46727.77,325645.3
117655.4,192643.6
-169588.2,58768.4
-4323.144,123420
601758.1,1438473
-64751.18,215867.2
118799.2,191451.9
-115530.6,333992.4
-22662.79,340180.7
-11023.98,232576.2
580086.6,1430580
-1380.701,152675.3
-149445.4,164625.2
-133394,200502.9
-619281.4,1413653
-74879.23,172276.6
-83544.98,239575
77268.04,93855.8
-32354.19,28764.16
93844.69,173445.2
134113.1,85489.37
-154021.5,269237.2
2809.633,171445.2
22168.72,46982.17
-119051.1,50311.59
-57088.17,77941.5
44220.98,53214.56
107375.2,161885.2
-629786,1411704
-14944,187880
117683.4,136646.3
39207.05,86020.38
-70121.03,45184.51
74546.42,170588.9
-20543.27,134017.9
105254.5,256280.5
-201237.9,242686.5
41648.76,122106.9
-15604.02,106427.6
-215025.1,166138.3
113363.2,169958.8
81883.93,102994
-99093.45,213091.1
-44052.58,23090.3
48719.47,109433.1
-134210.7,23280.6
489533.8,1477200
-90902.96,170297.3
-87538.88,54587.55
-87091.76,166617.4
-4856.714,129018
37038.37,117687
-81653.08,240015.6
-76910.3,182563.2
105049.8,39115.59
176709.4,178616.8
-171709.6,139463.2
34885.5,227748
28751.78,153269.4
-30575.58,91518.68
128705.9,334875.6
-106826,10158.26
35447.92,208119.6
-713108.1,1372088
-119330,157002.4
16625.63,368881.8
-10946.46,5091.86
-126949.3,35578.85
-677464.3,1392345
-76386.9,115577.7
821937.9,1325609
-407296.9,1491779
105469.8,166430.4
798742.2,1339260
111171.5,84858.7
-133678.9,219493.1
122050.7,167664.5
-219412,1524318
-21647.28,203981.7
72289.66,396870.5
9616.62,98692.89
10786.72,361124.9
141539.4,188635.1
-66390.43,150241.6
46394.48,17024.96
51732.89,162110.3
114506,53207.64
-771216.4,1337800
-30083.75,312619.6
155697.9,169044.5
-140313.1,465494.6
191348.9,234818.3
-115666,114405.7
29470.24,392563
12843.89,174062.1
67579.98,263648.7
804747.6,1335740
49345.59,59825.18
-4032.634,122972.5
-9128.923,81065.5
-53119.79,176129.5
53496.25,252756.4
765333,1357081
365622.7,1498017
55255.44,21368.38
63821.43,131617.4
84540.22,303149.4
-35598.88,105785.6
204207.8,229687.3
93271.03,170580.6
-72965.37,214485
86493.41,102884.1
166928.5,164699.5
164326,296779.7
54862.41,72299.86
-103484.4,136177.5
90439.19,42241.26
-90762.27,1538300
-49504.24,92629.21
-78670,45748.1
240341.2,1525260
-16773.22,45705.26
-9779.073,362409.1
77661.42,118329.9
68292.02,95194.27
-148087,207275.3
-534454.1,1448359
-185514.5,367487
100902.5,157607.3
644598.5,1402007
-109173.3,1543133
105508.2,398405.2
3211.23,171206.9
-207091.4,145079.8
-30615.63,328624.3
-51987.28,140538.3
594287.9,1423853
-84622.6,235268.5
81765.08,95226.09
-16116.7,133333.6
48751.51,65963.12
-177328.9,220155.5
27641.08,101153.7
87707.42,62827.51
51493.94,142978.2
33771.16,175143.5
-247118.6,318668.1
-139057.8,298799.8
-10472.83,173690
-272536.3,299115.4
-155190.5,65990.65
-438362.5,1484095
-115988,12503
-74850.08,67473.8
-68602.33,47109.64
94529.08,144080.9
65136.07,250947.8
-241861.4,446100.4
66928.11,197349.5
-17249.09,146710.5
-157215,183984.3
208449.7,287629
-784208.8,1333219
-101537.2,67118.37
125901.1,88584.38
